original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
Yes Man,43.849351,6.4,1813,18.064005814299346,19.236005640510694,"carl allen has stumbled across a way to shake free of postdivorce blues and a deadend job embrace life and say yes to everything Comedy bungeejump scooter Village Roadshow Pictures, The Zanuck Company, Heyday films, Warner Bros. United States of America Eesti, English, 한국어/조선말",10201,Comedy
Central Intelligence,45.318703,6.2,1650,17.72753358339242,19.195281378154103,"after he reunites with an old pal through facebook a mildmannered accountant is lured into the world of international espionage Action,Comedy spy cia espionage high school reunion reference to facebook accountant New Line Cinema, Universal Pictures, Bluegrass Films, Principato-Young Entertainment United States of America English",302699,"Action,Comedy"
Stepmom,16.368283,6.9,277,0.0,0.0,"jackie is a divorced mother of two isabel is the career minded girlfriend of jackies exhusband luke forced into the role of unwelcome stepmother to their children but when jackie discovers she is ill both women realise they must put aside their differences to find a common ground and celebrate life to the fullest while they have the chance Drama,Romance divorce rebellious daughter freeze frame custody school play photo shoot Columbia Pictures, 1492 Pictures United States of America English",9441,"Drama,Romance"
Daddy's Home,38.616744,5.8,854,17.72753358339242,19.30769152326279,"the story of a mildmannered radio executive ferrell who strives to become the best stepdad ever to his wifes two children but complications ensue when their freewheeling freeloading real father arrives forcing stepdad to compete for the affection of the kids Comedy daddys home Paramount Pictures, Gary Sanchez Productions, Red Granite Pictures United States of America English",274167,Comedy
Into the Woods,65.90161,5.6,1652,17.72753358339242,19.17634427587956,"in a woods filled with magic and fairy tale characters a baker and his wife set out to end the curse put on them by their neighbor a spiteful witch Fantasy,Comedy,Music witch cinderella prince fairy tale musical princess sondheim curse based on stage musical beanstalk duringcreditsstinger red riding hood Walt Disney Pictures, Marc Platt Productions, Lucamar Productions United States of America English",224141,"Fantasy,Comedy,Music"
Inside Man,45.220386,7.3,1630,17.622173069956816,19.032489091814853,"bank robber dalton russell enters a manhattan bank locks the doors and takes hostages working methodically and without haste detective frazier is assigned to negotiate but his mind is occupied with the corruption charges he is facing with an army of police surrounding the bank the thief the cop and a highprofile fixer enter highstakes negotiations Crime,Drama,Thriller bank manager kidnapping nazi background document ultimatum court case heist financial transactions Imagine Entertainment, Universal Pictures, 40 Acres & A Mule Filmworks United States of America English, shqip",388,"Crime,Drama,Thriller"
Payback,17.457947,6.7,548,18.31532023940565,18.90079633702756,"with friends like these who needs enemies thats the question bad guy porter is left asking after his wife and partner steal his heist money and leave him for dead or so they think five months and an endless reservoir of bitterness later porters partners and the crooked cops on his tail learn how bad payback can be Drama,Action,Thriller,Crime new york heroin money criminal Paramount Pictures, Icon Entertainment International United States of America English",2112,"Drama,Action,Thriller,Crime"
Congo,10.755847,5.0,213,17.72753358339242,18.839536476134583,"eight people embark on an expedition into the congo a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk when the thrillseekers some with ulterior motives stumble across a race of killer apes Action,Adventure,Drama,Mystery,Science Fiction,Thriller gorilla kongo diamond mine diamond Paramount Pictures, Kennedy/Marshall Company, The United States of America English, Français",10329,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
We Bought a Zoo,38.629763,6.5,909,17.72753358339242,18.60368408494531,"benjamin has lost his wife and in a bid to start his life over purchases a large house that has a zoo welcome news for his daughter but his son is not happy about it the zoo is need of renovation and benjamin sets about the work with the head keeper and the rest of the staff but the zoo soon runs into financial trouble Drama,Comedy,Family zoo Twentieth Century Fox Film Corporation, Dune Entertainment, Vinyl Films, LBI Entertainment United States of America English",74465,"Drama,Comedy,Family"
Knowing,32.693093,5.9,1486,17.72753358339242,18.86181129760479,"a teacher opens a time capsule that has been dug up at his sons elementary school in it are some chilling predictions some that have already occurred and others that are about to that lead him to believe his family plays a role in the events that are about to unfold Action,Adventure,Drama,Mystery,Science Fiction,Thriller cataclysm code suspense end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news Summit Entertainment, Mystery Clock Cinema, Escape Artists, Goldcrest Pictures, Kaplan/Perrone Entertainment, Wintergreen Productions United Kingdom, United States of America, Australia English",13811,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
Failure to Launch,18.806031,5.5,399,17.72753358339242,18.300941717843283,"tripp an attractive man in his thirties is still living with his parents al and sue tripps best friends demo and ace are also still living in their parents homes and seem proud of it al and sue are not happy however and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldnt be happier with the result Comedy hotel mom romantic comedy lying living with parents pretend relationship Paramount Pictures, Scott Rudin Productions, Failure to Launch Productions United States of America English",6877,Comedy
The Ring Two,32.233713,5.4,632,17.72753358339242,18.899715587486085,"rachel keller must prevent evil samara from taking possession of her sons soul Drama,Horror,Thriller nun based on novel bath tub nightmare son sequel remake vision good vs evil woman reporter mental institution videotape evil child DreamWorks, BenderSpink, Parkes+MacDonald Image Nation United States of America English",10320,"Drama,Horror,Thriller"
"Crazy, Stupid, Love.",37.990705,7.0,2443,17.72753358339242,18.777314073025213,"cal weaver is living the american dream he has a good job a beautiful house great children and a beautiful wife named emily cals seemingly perfect life unravels however when he learns that emily has been unfaithful and wants a divorce over 40 and suddenly single cal is adrift in the fickle world of dating enter jacob palmer a selfstyled player who takes cal under his wing and teaches him how to be a hit with the ladies Comedy,Drama,Romance soulmates midlife crisis marriage crisis womanizer law school crazy relationship Warner Bros. United States of America English",50646,"Comedy,Drama,Romance"
Garfield,17.667826,5.2,820,17.72753358339242,19.117842530188174,"garfield the fat lazy lasagna lover has everything a cat could want but when jon in an effort to impress the liz the vet and an old highschool crush adopts a dog named odie and brings him home garfield gets the one thing he doesnt want competition Animation,Comedy,Family competition moderator lasagne garfield Twentieth Century Fox Film Corporation, Davis Entertainment, Twentieth Century Fox Animation United States of America English",8920,"Animation,Comedy,Family"
Christmas with the Kranks,9.225166,5.2,193,17.909855136853043,0.0,"luther krank is fed up with the commerciality of christmas he decides to skip the holiday and go on a vacation with his wife instead but when his daughter decides at the last minute to come home he must put together a holiday celebration Comedy,Family holiday christmas Columbia Pictures, 1492 Pictures, Revolution Studios United States of America Español, English",13673,"Comedy,Family"
Moneyball,46.180421,7.0,1381,17.72753358339242,18.517863868699774,"the story of oakland athletics general manager billy beanes successful attempt to put together a baseball team on a budget by employing computergenerated analysis to draft his players Drama underdog based on novel baseball teamwork sport partner meeting oakland california strategy voice over statistics Columbia Pictures, Scott Rudin Productions United States of America English",60308,Drama
Outbreak,30.397496,6.3,513,17.72753358339242,19.061795204185188,"a deadly airborne virus finds its way into the usa and starts killing off people at an epidemic rate col sam daniels job is to stop the virus spreading from a small town which must be quarantined and to prevent an over reaction by the white house Action,Drama,Science Fiction,Thriller river general research army serum monkey epidemic medical research Kopelson Entertainment, Punch Productions, Warner Bros., Arnold Kopelson Productions United States of America English, 한국어/조선말, Français",6950,"Action,Drama,Science Fiction,Thriller"
Non-Stop,83.295796,6.8,2268,17.72753358339242,19.221828157548554,"bill marks is a burnedout veteran of the air marshals service he views the assignment not as a lifesaving duty but as a desk job in the sky however todays flight will be no routine trip shortly into the transatlantic journey from new york to london he receives a series of mysterious text messages ordering him to have the government transfer 150 million into a secret account or a passenger will die every 20 minutes Action,Thriller,Mystery airplane conspiracy airplane crash cell phone hijack one night mystery killer StudioCanal, Silver Pictures, TF1 Films Production, Canal+, Anton Capital Entertainment (ACE), TF1, LOVEFiLM International France, United Kingdom, United States of America English, Deutsch",225574,"Action,Thriller,Mystery"
Race to Witch Mountain,23.935053,5.5,509,17.72753358339242,18.481813368478278,"a taxi driver gets more than he bargained for when he picks up two teen runaways not only does the pair possess supernatural powers but theyre also trying desperately to escape people who have made them their targets Adventure,Family,Fantasy,Science Fiction,Thriller,Action spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernatural power mountain Walt Disney Pictures, Gunn Films United States of America English",13836,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action"
V for Vendetta,84.630969,7.7,4442,17.804494623047066,18.70217649048812,"in a world in which great britain has become a fascist state a masked vigilante known only as v conducts guerrilla warfare against the oppressive british government when v rescues a young woman from the secret police he finds in her an ally with whom he can continue his fight to free the people of britain Action,Thriller,Fantasy detective vatican fascism satanism fascist dystopia government chancellor revenge personification of satan torture hatred masked vigilante catholicism catholic priest catholic guilt jesuit vengeful spirit activist irish catholic vengeful jesuit priest gnosticism occultism Studio Babelsberg, DC Comics, Virtual Studios, Anarchos Productions, Silver Pictures, Warner Bros., Medienboard Berlin-Brandenburg, Fünfte Babelsberg Film Germany, United Kingdom, United States of America English",752,"Action,Thriller,Fantasy"
Shanghai Knights,16.251204,6.0,692,17.72753358339242,18.296516632466865,"the dynamic duo of chon wang and roy obannon return for another crazy adventure this time theyre in london to avenge the murder of chons father but end up on an even bigger case chons sister is there to do the same but instead unearths a plot to kill the royal family no one believes her though and its up to chon and roy who has romance on his mind to prove her right Action,Adventure,Comedy,Western london england indian territory emperor revenge murder arrow duringcreditsstinger imperial seal Spyglass Entertainment, Touchstone Pictures, Birnbaum / Barber Productions, Jackie Chan Films Limited, All Knight Productions Hong Kong, United States of America English, 普通话",6038,"Action,Adventure,Comedy,Western"
Curious George,9.894346,6.2,106,17.72753358339242,18.06164323993655,"when the man in the yellow hat befriends curious george in the jungle they set off on a nonstop funfilled journey through the wonders of the big city toward the warmth of true friendship Adventure,Animation,Comedy,Family museum product placement balloon jungle monkey family prediction cargo ship curiosity Imagine Entertainment, Universal Pictures, Universal Animation Studios United States of America English",9975,"Adventure,Animation,Comedy,Family"
Herbie Fully Loaded,12.050755,5.1,542,17.72753358339242,18.005195678317154,"maggie peyton the new owner of number 53 the freewheelin volkswagen bug with a mind of its own puts the car through its paces on the road to becoming a nascar competitor Comedy,Family,Adventure,Fantasy,Romance car race victory car nascar woman director Walt Disney Pictures, Robert Simonds Productions United States of America English",11451,"Comedy,Family,Adventure,Fantasy,Romance"
Don't Say a Word,11.596207,6.0,220,17.72753358339242,18.420881653768635,"when the daughter of a psychiatrist is kidnapped hes horrified to discover that the abductors demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret Thriller cemetery diamant suspense psychiatrist killer Village Roadshow Pictures, NPV Entertainment, Regency Enterprises, Kopelson Entertainment, Epsilon Motion Pictures, New Regency Pictures, Furthur Films Australia, United States of America English, Français, Italiano, Español",12103,Thriller
Hansel & Gretel: Witch Hunters,53.02787,5.7,3239,17.72753358339242,19.230737138497716,"after getting a taste for blood as children hansel and gretel have become the ultimate vigilantes hellbent on retribution now unbeknownst to them hansel and gretel have become the hunted and must face an evil far greater than witches their past Fantasy,Horror,Action witch black magic steampunk good vs evil troll extreme violence violence witchcraft evil witch hunt witch hunter evil witch duringcreditsstinger hansel and gretel guns 3d Paramount Pictures, Studio Babelsberg, MTV Films, Gary Sanchez Productions, Metro-Goldwyn-Mayer (MGM), Deutsche Filmförderfonds (DFFF) United States of America, Germany English",60304,"Fantasy,Horror,Action"
Unfaithful,14.382253,6.3,276,17.72753358339242,18.59579123841905,"connie is a wife and mother whose 11year marriage to edward has lost its sexual spark when connie literally runs into handsome book collector paul he sweeps her into an allconsuming affair but edward soon becomes suspicious and decides to confront the other man Thriller,Drama adultery infidelity eroticism literature lover new york city erotic thriller Regency Enterprises, Fox 2000 Pictures, Epsilon Motion Pictures, Unfaithful Filmproduktion GmbH & Co. KG United States of America English, Français",2251,"Thriller,Drama"
I Am Number Four,43.450266,5.9,1567,17.72753358339242,18.788740451829273,"a teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this scifi action thriller with three dead and one on the run the race to find the elusive number four begins outwardly normal teen john smith never gets too comfortable in the same identity and along with his guardian henri he is constantly moving from town to town with each passing day john gains a stronger grasp on his extraordinary new powers and his bond to the beings that share his fantastic fate grows stronger Action,Thriller,Science Fiction,Adventure secret identity alien teenage boy teenage hero alien teenager interspecies romance based on young adult novel superpowers DreamWorks SKG, Reliance BIG Entertainment, Bay Films, Touchstone Pictures United States of America Français, English",46529,"Action,Thriller,Science Fiction,Adventure"
Syriana,16.871194,6.3,451,17.72753358339242,18.358805350872576,"the middle eastern oil industry is the backdrop of this tense drama which weaves together numerous story lines bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies while bryan woodman a switzerlandbased energy analyst experiences both personal tragedy and opportunity during a visit with arabian royalty meanwhile veteran cia agent bob barnes uncovers an assassination plot with unsettling origins Drama,Thriller anti terror bomb assassination middle east lebanon cia capitalism globalization loss of son persia war against terror energy policy petrol Section Eight, Warner Bros., Participant Media, FilmWorks, 4M, MID Foundation United States of America العربية, English, فارسی, اردو, Français, 普通话",231,"Drama,Thriller"
13 Hours: The Secret Soldiers of Benghazi,42.526529,7.0,938,17.72753358339242,18.055561259317784,"an american ambassador is killed during an attack at a us compound in libya as a security team struggles to make sense out of the chaos Action,Drama,History,Thriller,War based on novel assault rifle mercenary libya biography based on true story heroism explosion american abroad death 21st century cia agent us ambassador Paramount Pictures, 3 Arts Entertainment, Bay Films, Latina Pictures, Dune Films Malta, Morocco, United States of America العربية, English",300671,"Action,Drama,History,Thriller,War"
The Book of Life,34.890999,7.3,755,17.72753358339242,18.39471767141942,"the journey of manolo a young man who is torn between fulfilling the expectations of his family and following his heart before choosing which path to follow he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears Romance,Animation,Adventure,Comedy,Family,Fantasy love triangle afterlife day of the dead bullfighting Twentieth Century Fox Film Corporation, Reel FX Creative Studios, Twentieth Century Fox Animation, Chatrone Mexico, United States of America English",228326,"Romance,Animation,Adventure,Comedy,Family,Fantasy"
Firewall,18.186026,5.6,267,17.622173069956816,18.231938631432783,"stateoftheart security system creator jack stanfield has cemented his reputation as a man whos thought of everything but when a criminal finds a way into jacks personal life everything jack holds dear is suddenly at stake Thriller bank technology blackmail hacker seattle computer hacker firewall Village Roadshow Pictures, Thunder Road Pictures, Warner Bros., Beacon Pictures, Jon Shestack Productions United States of America, Australia English",9754,Thriller
Absolute Power,13.576765,6.4,223,17.72753358339242,17.72889885096305,"a master thief coincidentally is robbing a house where a murder in which the president of the united states is involved occurs in front of his eyes he is forced to run yet may hold evidence that could convict the president a political thriller from and starring clint eastwood and based on a novel by david baldacci Crime,Drama,Thriller corruption assassination washington dc rape white house usa president daughter government suspense secret service secret service agent Columbia Pictures, Castle Rock Entertainment, Malpaso Productions United States of America English, Español",66,"Crime,Drama,Thriller"
G.I. Jane,19.434672,6.0,395,17.72753358339242,17.690229477934274,"a female senator succeeds in enrolling a woman into combined reconnaissance team training where everyone expects her to fail Action,Drama poem middle east helicopter satellite navy sexism war army sexual harassment navy seal feminist soldier commando mental health drill instructor military us military army base reconnaissance sexual discrimination Caravan Pictures, Hollywood Pictures, First Independent Films, Largo Entertainment, Scott Free Productions, Trap-Two-Zero Productions United States of America English",4421,"Action,Drama"
The Game,62.925175,7.5,1506,17.72753358339242,18.510737594609065,"in honor of his birthday san francisco banker nicholas van orton a financial genius and a coldhearted loner receives an unusual present from his younger brother conrad a gift certificate to play a unique kind of game in nearly a nanosecond nicholas finds himself consumed by a dangerous set of everchanging rules unable to distinguish where the charade ends and reality begins Drama,Thriller,Mystery brother brother relationship birthday danger of life birthday party surprising PolyGram Filmed Entertainment, A&B Producoes, Popaganda Films United States of America 广州话 / 廣州話, Deutsch, English",2649,"Drama,Thriller,Mystery"
Silent Hill,32.927994,6.3,1067,17.72753358339242,18.396464421417875,"the eerie and deserted ghost town of silent hill draws a young mother desperate to find a cure for her only childs illness unable to accept the doctors diagnosis that her daughter should be permanently institutionalized for psychiatric care rose flees with her child heading for the abandoned town in search of answers and ignoring the protests of her husband its soon clear this place is unlike anywhere shes ever been its smothered by fog inhabited by a variety of strange beings and periodically overcome by a living darkness that literally transforms everything it touches as rose searches for her little girl she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game Horror,Mystery monster mother role burning of witches fog suffering darkness sadism supernatural revenge surrealism gore survival good vs evil blood another dimension torture creature violence demon witch burning based on video game dismemberment religious fanatic ghost town sleepwalking Silent Hill DCP Inc., Davis-Films, TriStar Pictures, Konami Canada, France, Japan, United States of America English",588,"Horror,Mystery"
The Replacements,14.837288,6.1,203,0.0,0.0,maverick oldguard coach jimmy mcginty is hired in the wake of a players strike to help the washington sentinels advance to the playoffs but that impossible dream hinges on whether his replacements can hunker down and do the job so mcginty dusts off his secret dossier of explayers who never got a chance or screwed up the one they were given and knits together a baddream team of guys who just may give the sentinels their title shot Comedy american football strike sport coach misfit american football player Warner Bros. United States of America English,10393,Comedy
American Reunion,39.920035,6.1,1611,17.72753358339242,19.275051751977376,the characters we met a little more than a decade ago are returning to east great falls for their highschool reunion in one longoverdue weekend they will discover what has changed who hasnt and that time and distance cant break the bonds of friendship it was summer 1999 when four smalltown michigan boys began a quest to lose their virginity in the years that have passed jim and michelle married while kevin and vicky said goodbye oz and heather grew apart but finch still longs for stiflers mom now these lifelong friends have come home as adults to reminisce about and get inspired by the hormonal teens who launched a comedy legend Comedy wife husband relationship sequel family reunion masturbation scat high school reunion quitting a job milf duringcreditsstinger Universal Pictures United States of America English,71552,Comedy
The Negotiator,28.725621,6.8,582,17.72753358339242,17.612070679102047,"the police try to arrest expert hostage negotiator danny roman who insists hes being framed for his partners murder in what he believes is an elaborate conspiracy thinking theres evidence in the internal affairs offices that might clear him he takes everyone in the office hostage and demands that another wellknown negotiator be brought in to handle the situation and secretly investigate the conspiracy Action,Adventure,Crime,Drama,Mystery,Thriller corruption hostage pension innocence police hostagetaking murder suspense conspiracy bullet wound negotiator Regency Enterprises, Warner Bros. Germany, United States of America English",9631,"Action,Adventure,Crime,Drama,Mystery,Thriller"
Into the Storm,20.566554,5.8,817,17.72753358339242,18.894441026880422,"the town of silverton is in one day destroyed by the unprecedented power of a series of tornadoes the population is at the mercy of the unpredictable and deadly cyclones while hunters warn that the worst is yet to come most people find shelter but some just go to the tornado for that one unique shot Action,Thriller tornado student found footage disaster movie New Line Cinema, Village Roadshow Pictures, Broken Road Productions, RatPac-Dune Entertainment United States of America English",216282,"Action,Thriller"
Beverly Hills Cop III,20.333953,5.5,434,17.72753358339242,18.596388729214706,"back in sunny southern california and on the trail of two murderers axel foley again teams up with la cop billy rosewood soon they discover that an amusement park is being used as a front for a massive counterfeiting ring and its run by the same gang that shot billys boss Action,Comedy,Crime detective undercover security camera carousel  investigation weapon sequel rescue counterfeit shootout dirty cop gunfight los angeles explosion violence foot chase framed car chase secret service amusement park roller coaster beverly hills buddy comedy Paramount Pictures, Eddie Murphy Productions United States of America English",306,"Action,Comedy,Crime"
Gremlins 2: The New Batch,33.98637,6.2,652,17.72753358339242,17.540775170381426,"young sweethearts billy and kate move to the big apple land jobs in a hightech office park and soon reunite with the friendly and lovable gizmo but a series of accidents creates a whole new generation of gremlins the situation worsens when the devilish green creatures invade a topsecret laboratory and develop genetically altered powers making them even harder to destroy Comedy,Horror,Fantasy new york monster skyscraper mutant restaurant human animal relationship mutation tv station dying and death water research station fur bat current electric shock cleverness gremlin cowardliness Amblin Entertainment, Warner Bros. United States of America English",928,"Comedy,Horror,Fantasy"
The Judge,42.472324,7.2,1417,17.72753358339242,18.242981157378797,"a successful lawyer returns to his hometown for his mothers funeral only to discover that his estranged father the towns judge is suspected of murder Drama father son relationship judge lawyer Village Roadshow Pictures, Warner Bros., Big Kid Pictures, Team Downey United States of America English",205587,Drama
The Peacemaker,15.931084,5.8,255,17.72753358339242,0.0,"when a train carrying atomic warheads mysteriously crashes in the former soviet union a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons assigned to help her recover the missing bombs is a crack special forces colonel Action,Thriller helicopter terrorist nuclear missile bridge train crash train woman director DreamWorks SKG United States of America English, Pусский, Srpski, Bosanski, Hrvatski",6623,"Action,Thriller"
Resident Evil: Apocalypse,29.880122,6.1,1267,17.622173069956816,18.67837903197046,"as the city is locked down under quarantine alice joins a small band of elite soldiers enlisted to rescue the missing daughter of the creator of the mutating tvirus its a heartpounding race against time as the group faces off against hordes of blood thirsty zombies stealthy lickers mutant canines and the most sinister foe yet Horror,Action,Science Fiction martial arts mutant dystopia rescue conspiracy evil corporation zombie based on video game Impact Pictures, Constantin Film Ltd. United Kingdom, United States of America, Germany, France, Canada English",1577,"Horror,Action,Science Fiction"
Bridget Jones: The Edge of Reason,28.803802,6.1,750,17.72753358339242,17.509452700019416,"bridget jones is becoming uncomfortable in her relationship with mark darcy apart from discovering that hes a conservative voter she has to deal with a new boss a strange contractor and the worst vacation of her life Comedy,Romance london england lovesickness thailand clumsy fellow to drop brick capture woman director Miramax Films, Universal Pictures, Studio Canal, Working Title Films, Atlantic Television, Little Bird France, Germany, Ireland, United Kingdom, United States of America Deutsch, ภาษาไทย, English",9801,"Comedy,Romance"
Out of Time,14.993459,6.1,298,17.72753358339242,17.831813647594327,"matt lee whitlock respected chief of police in small banyan key florida must solve a vicious double homicide before he himself falls under suspicion matt lee has to stay a few steps ahead of his own police force and everyone hes trusted in order to find out the truth Thriller,Crime,Drama miami florida double murder divorce Original Film, Monarch Pictures, Metro-Goldwyn-Mayer (MGM) United States of America English",2116,"Thriller,Crime,Drama"
On Deadly Ground,9.114168,4.5,104,17.72753358339242,17.707330876483063,"forrest taft is an environmental agent who works for the aegis oil company in alaska aegis oils corrupt ceo michael jennings is the kind of person who doesnt care whether or not oil spills into the ocean or onto the land just as long as its making money for him Action,Thriller fight inuit petrol company alaska enviromental Warner Bros. United States of America Český, English",9624,"Action,Thriller"
The Adventures of Sharkboy and Lavagirl,12.31101,4.4,269,17.72753358339242,18.05577151976017,"everyone always knew that max had a wild imagination but no one believed that his wildest creations a boy raised by watchful great white sharks and a girl with the force of a volcano were real now these two pintsized action masters will show max that even an ordinary kid has what it takes to be extraordinary Adventure,Family,Science Fiction imaginary friend outcast Troublemaker Studios United States of America English",14199,"Adventure,Family,Science Fiction"
The Beach,41.362082,6.3,1233,17.50439003707821,18.785718737898097,"twentysomething richard travels to thailand and finds himself in possession of a strange map rumours state that it leads to a solitary beach paradise a tropical bliss excited and intrigued he sets out to find it Drama,Adventure,Romance,Thriller hippie exotic island beach map group dynamics shark attack leader thailand community backpacker delusion marijuana youth shark extramarital affair Figment Films United Kingdom, United States of America English, Français, Hrvatski, svenska, ภาษาไทย",1907,"Drama,Adventure,Romance,Thriller"
Raising Helen,13.298205,5.9,189,17.72753358339242,17.72188990788566,"helen harris has a glamorous bigcity life working for one of new yorks hottest modeling agencies but suddenly her freespirited life gets turned upside down when she must chose between the life shes always loved and the new loves of her life Drama,Comedy,Romance new york pastor world of fasion loss of parents mannequin fashion designer family relationships Touchstone Pictures, Beacon Pictures, Mandeville Films United States of America English",4599,"Drama,Comedy,Romance"
Ninja Assassin,19.085403,6.2,371,17.50439003707821,17.917531382155286,"ninja assassin follows raizo rain one of the deadliest assassins in the world taken from the streets as a child he was transformed into a trained killer by the ozunu clan a secret society whose very existence is considered a myth but haunted by the merciless execution of his friend by the clan raizo breaks free from them and vanishes now he waits preparing to exact his revenge Action,Crime,Thriller assassination assassin ninja fighter revenge ninja ninjutsu Studio Babelsberg, Anarchos Productions, Legendary Pictures, Dark Castle Entertainment, Silver Pictures, Warner Bros., Medienboard Berlin-Brandenburg, Deutsche Filmförderfonds (DFFF), Rocklock Films Germany, United States of America English",22832,"Action,Crime,Thriller"
For Love of the Game,9.622345,6.3,88,17.72753358339242,0.0,"a baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is what he is capable of and win the heart of the woman he has loved for the past four years Drama,Romance baseball trainer career legend training sport Universal Pictures, Beacon Pictures United States of America English",10390,"Drama,Romance"
Striptease,11.106006,4.4,205,17.72753358339242,18.54563572406552,"bounced from her job erin grant needs money if shes to have any chance of winning back custody of her child but eventually she must confront the naked truth to take on the system shell have to take it all off erin strips to conquer but she faces unintended circumstances when a hound dog of a congressman zeroes in on her and sharpens the shady tools at his fingertips including blackmail and murder Drama,Thriller,Crime blackmail strip club striptease police us congress Columbia Pictures, Castle Rock Entertainment United States of America English",9879,"Drama,Thriller,Crime"
Marmaduke,12.25622,5.0,149,17.72753358339242,18.24348815150459,"when phil and debbie winslow relocate from their native kansas to the sunny climes of orange county their bighearted havocwreaking great dane gets a taste of the dogs life californiastyle Family,Comedy  Twentieth Century Fox Film Corporation United States of America English",38579,"Family,Comedy"
Hereafter,13.365715,5.8,510,17.72753358339242,18.471351386532508,"a supernatural thriller centered on three people a bluecollar american a french journalist and a london school boy who are touched by death in different ways Drama,Fantasy  Amblin Entertainment, Malpaso Productions, Warner Bros., Kennedy/Marshall Company, The United States of America English, Français",44603,"Drama,Fantasy"
Murder by Numbers,16.167093,6.0,268,17.72753358339242,17.853534261381615,"tenacious homicide detective cassie mayweather and her stillgreen partner are working a murder case attempting to profile two malevolently brilliant young men cold calculating killers whose dark secrets might explain their crimes Crime,Drama,Thriller detective secret fbi homicide evidence nerd vice intellectual high school partner murder rich forensic Castle Rock Entertainment, Warner Bros., Schroeder Hoffman Productions United States of America English",11892,"Crime,Drama,Thriller"
Assassins,23.073933,6.0,387,17.72753358339242,17.22675968447894,"assassin robert rath arrives at a funeral to kill a prominent mobster only to witness a rival hired gun complete the job for him with grisly results horrified by the murder of innocent bystanders rath decides to take one last job and then return to civilian life but finding his way out of the world of contract killing grows ever more dangerous as rath falls for his female target and becomes a marked man himself Action,Adventure,Crime,Thriller competition assassination cia bank cat mexican standoff seattle hitman mission of murder hidden camera rivalry rescue shootout police chase sniper rifle silencer double cross caribbean detroit michigan Silver Pictures, Canal+, Warner Bros., Dino De Laurentiis Company, Donner/Shuler-Donner Productions, Evansgideon/Lazar France, United States of America English, Español, Nederlands",9691,"Action,Adventure,Crime,Thriller"
Hannibal Rising,6.567065,6.0,654,17.72753358339242,18.22429943036885,"the story of the early murderous roots of the cannibalistic killer hannibal lecter from his hardscrabble lithuanian childhood where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves through his sojourn in france where as a med student he hones his appetite for the kill Crime,Drama,Thriller winter psychopath horror serial killer Ingenious Film Partners, ETIC Films, Quinta Communications, Dino De Laurentiis Company, Zephyr Films, Young Hannibal Productions, Carthago Films S.a.r.l. United Kingdom, Czech Republic, France, Italy English, Deutsch, Pусский",1248,"Crime,Drama,Thriller"
The Story of Us,6.22577,5.9,75,17.72753358339242,17.891352191915384,"ben and katie jordan are a married couple who go through hard times in fifteen years of marriage Comedy,Drama,Romance love of ones life therapist psychology wedding relationship divorce Universal Pictures, Castle Rock Entertainment United States of America Italiano, English",12220,"Comedy,Drama,Romance"
The Host,42.933027,6.0,1817,17.599700214609808,17.963825526243895,"a parasitic alien soul is injected into the body of melanie stryder instead of carrying out her races mission of taking over the earth wanda as she comes to be called forms a bond with her host and sets out to aid other free humans Action,Adventure,Romance,Science Fiction,Thriller based on novel mass murder dystopia genocide alien invasion duringcreditsstinger interspecies romance alien parasites Nick Wechsler Productions, Open Road Films, Silver Reel, Chockstone Pictures United States of America English",72710,"Action,Adventure,Romance,Science Fiction,Thriller"
Basic,19.226763,6.2,286,17.72753358339242,17.571874860402925,"a dea agent investigates the disappearance of a legendary army ranger drill sergeant and several of his cadets during a training exercise gone severely awry Action,Drama,Mystery,Thriller,Crime drug addiction military court panama military service court ranger supreme court lager military crime Intermedia Films, Krane Entertainment United States of America English",10782,"Action,Drama,Mystery,Thriller,Crime"
Blood Work,10.089065,6.1,206,17.72753358339242,17.081251571615535,"still recovering from a heart transplant a retired fbi profiler returns to service when his own blood analysis offers clues to the identity of a serial killer Crime,Drama,Mystery,Thriller houseboat heart investigation police excop suspense heart transplant fbi profiler Malpaso Productions, Warner Bros. United States of America English, Español",9573,"Crime,Drama,Mystery,Thriller"
